R,algorithm,date,iteration,seed,size,λ
10,ea1pλSASD,20201204150843_833,198,16070909238182220,100,10
10,ea1pλSASD,20201204150843_843,330,16070909238235670,100,10
10,ea1pλSASD,20201204150843_852,281,16070909238324270,100,10
10,ea1pλSASD,20201204150843_852,282,16070909238334770,100,10
10,ea1pλSASD,20201204150843_859,411,16070909238285748,100,10
10,ea1pλSASD,20201204150843_87,333,16070909238442250,100,10
10,ea1pλSASD,20201204150843_871,257,16070909238528580,100,10
10,ea1pλSASD,20201204150843_877,226,16070909238598198,100,10
10,ea1pλSASD,20201204150843_881,384,16070909238530920,100,10
10,ea1pλSASD,20201204150843_886,189,16070909238720990,100,10
10,ea1pλSASD,20201204150843_9,301,16070909238782780,100,10
10,ea1pλSASD,20201204150843_9,535,16070909238710200,100,10
10,ea1pλSASD,20201204150843_906,346,16070909238866730,100,10
10,ea1pλSASD,20201204150843_906,381,16070909238823240,100,10
10,ea1pλSASD,20201204150843_927,270,16070909239066240,100,10
10,ea1pλSASD,20201204150843_929,309,16070909239070910,100,10
10,ea1pλSASD,20201204150843_931,428,16070909239009910,100,10
10,ea1pλSASD,20201204150843_933,391,16070909239008328,100,10
10,ea1pλSASD,20201204150843_945,174,16070909239316830,100,10
10,ea1pλSASD,20201204150843_954,363,16070909239334290,100,10
10,ea1pλSASD,20201204150843_956,422,16070909239276910,100,10
10,ea1pλSASD,20201204150843_961,160,16070909239461852,100,10
10,ea1pλSASD,20201204150843_964,231,16070909239463210,100,10
10,ea1pλSASD,20201204150843_97,173,16070909239570900,100,10
10,ea1pλSASD,20201204150843_985,347,16070909239617440,100,10
10,ea1pλSASD,20201204150843_987,525,16070909239554542,100,10
10,ea1pλSASD,20201204150843_99,369,16070909239645200,100,10
10,ea1pλSASD,20201204150843_998,314,16070909239708930,100,10
10,ea1pλSASD,20201204150844_001,236,16070909239857280,100,10
10,ea1pλSASD,20201204150844_008,273,16070909239875350,100,10
10,ea1pλSASD,20201204150844_01,164,16070909239986200,100,10
10,ea1pλSASD,20201204150844_019,410,16070909239907400,100,10
10,ea1pλSASD,20201204150844_029,421,16070909240014310,100,10
10,ea1pλSASD,20201204150844_03,349,16070909240111370,100,10
10,ea1pλSASD,20201204150844_032,169,16070909240195930,100,10
10,ea1pλSASD,20201204150844_036,394,16070909240086688,100,10
10,ea1pλSASD,20201204150844_05,210,16070909240303668,100,10
10,ea1pλSASD,20201204150844_054,272,16070909240326240,100,10
10,ea1pλSASD,20201204150844_056,279,16070909240371922,100,10
10,ea1pλSASD,20201204150844_057,311,16070909240313060,100,10
10,ea1pλSASD,20201204150844_068,201,16070909240511500,100,10
10,ea1pλSASD,20201204150844_111,182,16070909240567880,100,10
10,ea1pλSASD,20201204150844_114,234,16070909240550890,100,10
10,ea1pλSASD,20201204150844_118,275,16070909240581720,100,10
10,ea1pλSASD,20201204150844_123,157,16070909241119580,100,10
10,ea1pλSASD,20201204150844_123,227,16070909241098930,100,10
10,ea1pλSASD,20201204150844_132,202,16070909241191960,100,10
10,ea1pλSASD,20201204150844_133,137,16070909241235910,100,10
10,ea1pλSASD,20201204150844_136,149,16070909241244410,100,10
10,ea1pλSASD,20201204150844_139,350,16070909241149110,100,10
10,ea1pλSASD,20201204150844_151,229,16070909241340410,100,10
10,ea1pλSASD,20201204150844_153,204,16070909241404000,100,10
10,ea1pλSASD,20201204150844_154,275,16070909241326160,100,10
10,ea1pλSASD,20201204150844_163,136,16070909241544850,100,10
10,ea1pλSASD,20201204150844_166,226,16070909241519700,100,10
10,ea1pλSASD,20201204150844_166,186,16070909241536750,100,10
10,ea1pλSASD,20201204150844_167,401,16070909241366128,100,10
10,ea1pλSASD,20201204150844_187,352,16070909241670230,100,10
10,ea1pλSASD,20201204150844_195,477,16070909241642950,100,10
10,ea1pλSASD,20201204150844_202,448,16070909241666160,100,10
10,ea1pλSASD,20201204150844_202,467,16070909241681780,100,10
10,ea1pλSASD,20201204150844_211,367,16070909241881148,100,10
10,ea1pλSASD,20201204150844_217,310,16070909241959640,100,10
10,ea1pλSASD,20201204150844_22,223,16070909242025490,100,10
10,ea1pλSASD,20201204150844_225,336,16070909242026870,100,10
10,ea1pλSASD,20201204150844_229,91,16070909242206700,100,10
10,ea1pλSASD,20201204150844_235,115,16070909242257630,100,10
10,ea1pλSASD,20201204150844_237,413,16070909242122240,100,10
10,ea1pλSASD,20201204150844_245,388,16070909242175680,100,10
10,ea1pλSASD,20201204150844_246,243,16070909242297120,100,10
10,ea1pλSASD,20201204150844_257,298,16070909242354870,100,10
10,ea1pλSASD,20201204150844_264,359,16070909242376102,100,10
10,ea1pλSASD,20201204150844_267,341,16070909242457572,100,10
10,ea1pλSASD,20201204150844_279,210,16070909242645990,100,10
10,ea1pλSASD,20201204150844_281,271,16070909242581530,100,10
10,ea1pλSASD,20201204150844_288,292,16070909242683042,100,10
10,ea1pλSASD,20201204150844_292,129,16070909242821500,100,10
10,ea1pλSASD,20201204150844_294,373,16070909242684218,100,10
10,ea1pλSASD,20201204150844_3,219,16070909242798600,100,10
10,ea1pλSASD,20201204150844_3,148,16070909242884840,100,10
10,ea1pλSASD,20201204150844_309,229,16070909242943740,100,10
10,ea1pλSASD,20201204150844_316,320,16070909242933610,100,10
10,ea1pλSASD,20201204150844_316,171,16070909243010880,100,10
10,ea1pλSASD,20201204150844_32,316,16070909243007470,100,10
10,ea1pλSASD,20201204150844_327,279,16070909243096300,100,10
10,ea1pλSASD,20201204150844_335,268,16070909243165380,100,10
10,ea1pλSASD,20201204150844_337,222,16070909243208830,100,10
10,ea1pλSASD,20201204150844_339,139,16070909243280270,100,10
10,ea1pλSASD,20201204150844_348,423,16070909243163940,100,10
10,ea1pλSASD,20201204150844_353,196,16070909243362898,100,10
10,ea1pλSASD,20201204150844_358,249,16070909243401042,100,10
10,ea1pλSASD,20201204150844_367,211,16070909243488710,100,10
10,ea1pλSASD,20201204150844_367,412,16070909243377460,100,10
10,ea1pλSASD,20201204150844_377,312,16070909243534290,100,10
10,ea1pλSASD,20201204150844_378,127,16070909243680640,100,10
10,ea1pλSASD,20201204150844_382,327,16070909243593010,100,10
10,ea1pλSASD,20201204150844_4,225,16070909243783000,100,10
10,ea1pλSASD,20201204150844_403,197,16070909243832070,100,10
10,ea1pλSASD,20201204150844_408,314,16070909243783000,100,10
10,ea1pλSASD,20201204150844_451,455,16070909243787510,100,10
10,ea1pλSASD,20201204150844_456,262,16070909244008680,100,10
10,ea1pλSASD,20201204150844_47,408,16070909244041080,100,10
10,ea1pλSASD,20201204150844_47,376,16070909244453970,100,10
10,ea1pλSASD,20201204150844_473,276,16070909244571640,100,10
10,ea1pλSASD,20201204150844_484,154,16070909244710200,100,10
10,ea1pλSASD,20201204150844_489,239,16070909244705750,100,10
10,ea1pλSASD,20201204150844_491,350,16070909244708980,100,10
10,ea1pλSASD,20201204150844_499,313,16070909244744420,100,10
10,ea1pλSASD,20201204150844_504,214,16070909244900520,100,10
10,ea1pλSASD,20201204150844_506,283,16070909244847310,100,10
10,ea1pλSASD,20201204150844_508,190,16070909244915510,100,10
10,ea1pλSASD,20201204150844_516,229,16070909245000960,100,10
10,ea1pλSASD,20201204150844_519,131,16070909245073650,100,10
10,ea1pλSASD,20201204150844_529,159,16070909245171240,100,10
10,ea1pλSASD,20201204150844_53,311,16070909245050982,100,10
10,ea1pλSASD,20201204150844_533,291,16070909245091230,100,10
10,ea1pλSASD,20201204150844_544,160,16070909245313050,100,10
10,ea1pλSASD,20201204150844_544,201,16070909245296928,100,10
10,ea1pλSASD,20201204150844_545,118,16070909245340430,100,10
10,ea1pλSASD,20201204150844_551,386,16070909245199310,100,10
10,ea1pλSASD,20201204150844_558,199,16070909245449780,100,10
10,ea1pλSASD,20201204150844_559,223,16070909245448598,100,10
10,ea1pλSASD,20201204150844_57,129,16070909245598280,100,10
10,ea1pλSASD,20201204150844_572,283,16070909245518330,100,10
10,ea1pλSASD,20201204150844_576,222,16070909245595220,100,10
10,ea1pλSASD,20201204150844_583,404,16070909245457110,100,10
10,ea1pλSASD,20201204150844_592,301,16070909245713490,100,10
10,ea1pλSASD,20201204150844_599,391,16070909245725110,100,10
10,ea1pλSASD,20201204150844_601,228,16070909245835770,100,10
10,ea1pλSASD,20201204150844_607,406,16070909245767030,100,10
10,ea1pλSASD,20201204150844_614,173,16070909246016820,100,10
10,ea1pλSASD,20201204150844_618,133,16070909246083150,100,10
10,ea1pλSASD,20201204150844_619,267,16070909246001420,100,10
10,ea1pλSASD,20201204150844_619,343,16070909245933370,100,10
10,ea1pλSASD,20201204150844_628,102,16070909246202850,100,10
10,ea1pλSASD,20201204150844_628,184,16070909246149622,100,10
10,ea1pλSASD,20201204150844_634,234,16070909246191600,100,10
10,ea1pλSASD,20201204150844_638,254,16070909246199990,100,10
10,ea1pλSASD,20201204150844_651,336,16070909246290190,100,10
10,ea1pλSASD,20201204150844_651,299,16070909246291590,100,10
10,ea1pλSASD,20201204150844_654,297,16070909246352280,100,10
10,ea1pλSASD,20201204150844_66,370,16070909246385930,100,10
10,ea1pλSASD,20201204150844_671,199,16070909246552178,100,10
10,ea1pλSASD,20201204150844_674,139,16070909246615460,100,10
10,ea1pλSASD,20201204150844_675,258,16070909246519770,100,10
10,ea1pλSASD,20201204150844_675,358,16070909246520988,100,10
10,ea1pλSASD,20201204150844_689,163,16070909246755460,100,10
10,ea1pλSASD,20201204150844_694,280,16070909246723772,100,10
10,ea1pλSASD,20201204150844_706,150,16070909246903800,100,10
10,ea1pλSASD,20201204150844_709,454,16070909246748970,100,10
10,ea1pλSASD,20201204150844_716,525,16070909246763862,100,10
10,ea1pλSASD,20201204150844_72,290,16070909246953030,100,10
10,ea1pλSASD,20201204150844_723,183,16070909247102808,100,10
10,ea1pλSASD,20201204150844_724,238,16070909247066640,100,10
10,ea1pλSASD,20201204150844_735,219,16070909247165150,100,10
10,ea1pλSASD,20201204150844_737,212,16070909247205150,100,10
10,ea1pλSASD,20201204150844_741,211,16070909247248220,100,10
10,ea1pλSASD,20201204150844_748,173,16070909247360260,100,10
10,ea1pλSASD,20201204150844_749,412,16070909247239070,100,10
10,ea1pλSASD,20201204150844_796,297,16070909247376190,100,10
10,ea1pλSASD,20201204150844_799,241,16070909247416680,100,10
10,ea1pλSASD,20201204150844_801,224,16070909247488030,100,10
10,ea1pλSASD,20201204150844_814,359,16070909247501860,100,10
10,ea1pλSASD,20201204150844_818,255,16070909247971730,100,10
10,ea1pλSASD,20201204150844_826,171,16070909248147030,100,10
10,ea1pλSASD,20201204150844_829,151,16070909248184928,100,10
10,ea1pλSASD,20201204150844_83,361,16070909248016910,100,10
10,ea1pλSASD,20201204150844_838,342,16070909248184960,100,10
10,ea1pλSASD,20201204150844_841,144,16070909248308830,100,10
10,ea1pλSASD,20201204150844_848,261,16070909248270050,100,10
10,ea1pλSASD,20201204150844_853,203,16070909248388780,100,10
10,ea1pλSASD,20201204150844_856,437,16070909248302080,100,10
10,ea1pλSASD,20201204150844_861,245,16070909248413810,100,10
10,ea1pλSASD,20201204150844_87,264,16070909248540050,100,10
10,ea1pλSASD,20201204150844_878,270,16070909248566360,100,10
10,ea1pλSASD,20201204150844_884,183,16070909248712730,100,10
10,ea1pλSASD,20201204150844_886,452,16070909248490650,100,10
10,ea1pλSASD,20201204150844_894,469,16070909248623020,100,10
10,ea1pλSASD,20201204150844_907,355,16070909248849110,100,10
10,ea1pλSASD,20201204150844_912,539,16070909248789510,100,10
10,ea1pλSASD,20201204150844_923,402,16070909248874430,100,10
10,ea1pλSASD,20201204150844_923,149,16070909249133180,100,10
10,ea1pλSASD,20201204150844_924,233,16070909249083210,100,10
10,ea1pλSASD,20201204150844_932,417,16070909248953530,100,10
10,ea1pλSASD,20201204150844_935,157,16070909249243072,100,10
10,ea1pλSASD,20201204150844_948,308,16070909249241840,100,10
10,ea1pλSASD,20201204150844_959,469,16070909249250300,100,10
10,ea1pλSASD,20201204150844_961,490,16070909249333010,100,10
10,ea1pλSASD,20201204150844_967,415,16070909249362200,100,10
10,ea1pλSASD,20201204150844_975,438,16070909249486380,100,10
10,ea1pλSASD,20201204150844_976,179,16070909249620600,100,10
10,ea1pλSASD,20201204150844_981,286,16070909249603580,100,10
10,ea1pλSASD,20201204150844_985,117,16070909249765510,100,10
10,ea1pλSASD,20201204150844_987,218,16070909249684260,100,10
10,ea1pλSASD,20201204150845_0,370,16070909249755760,100,10
10,ea1pλSASD,20201204150845_002,304,16070909249816730,100,10
10,ea1pλSASD,20201204150845_008,298,16070909249859180,100,10
10,ea1pλSASD,20201204150845_02,177,16070909250034190,100,10
10,ea1pλSASD,20201204150845_024,342,16070909250013380,100,10
10,ea1pλSASD,20201204150845_028,194,16070909250084810,100,10
10,ea1pλSASD,20201204150845_033,162,16070909250208060,100,10
10,ea1pλSASD,20201204150845_034,387,16070909250011970,100,10
10,ea1pλSASD,20201204150845_042,208,16070909250244660,100,10
10,ea1pλSASD,20201204150845_046,238,16070909250293050,100,10
10,ea1pλSASD,20201204150845_051,189,16070909250352800,100,10
10,ea1pλSASD,20201204150845_058,337,16070909250344470,100,10
10,ea1pλSASD,20201204150845_063,266,16070909250430040,100,10
10,ea1pλSASD,20201204150845_069,319,16070909250472140,100,10
10,ea1pλSASD,20201204150845_074,333,16070909250516550,100,10
10,ea1pλSASD,20201204150845_075,249,16070909250589390,100,10
10,ea1pλSASD,20201204150845_081,217,16070909250636762,100,10
10,ea1pλSASD,20201204150845_094,321,16070909250704392,100,10
10,ea1pλSASD,20201204150845_096,342,16070909250747550,100,10
10,ea1pλSASD,20201204150845_099,298,16070909250755392,100,10
10,ea1pλSASD,20201204150845_1,297,16070909250814870,100,10
10,ea1pλSASD,20201204150845_149,141,16070909251392140,100,10
10,ea1pλSASD,20201204150845_15,170,16070909251393110,100,10
10,ea1pλSASD,20201204150845_156,274,16070909250952650,100,10
10,ea1pλSASD,20201204150845_166,118,16070909251568020,100,10
10,ea1pλSASD,20201204150845_172,348,16070909251504632,100,10
10,ea1pλSASD,20201204150845_173,245,16070909251566132,100,10
10,ea1pλSASD,20201204150845_18,446,16070909251501820,100,10
10,ea1pλSASD,20201204150845_181,195,16070909251670920,100,10
10,ea1pλSASD,20201204150845_191,207,16070909251743100,100,10
10,ea1pλSASD,20201204150845_194,283,16070909251729970,100,10
10,ea1pλSASD,20201204150845_198,234,16070909251812820,100,10
10,ea1pλSASD,20201204150845_207,183,16070909251921030,100,10
10,ea1pλSASD,20201204150845_21,212,16070909251954178,100,10
10,ea1pλSASD,20201204150845_215,260,16070909251983960,100,10
10,ea1pλSASD,20201204150845_225,339,16070909251983960,100,10
10,ea1pλSASD,20201204150845_226,158,16070909252109570,100,10
10,ea1pλSASD,20201204150845_239,277,16070909252165100,100,10
10,ea1pλSASD,20201204150845_239,433,16070909252082110,100,10
10,ea1pλSASD,20201204150845_242,196,16070909252273240,100,10
10,ea1pλSASD,20201204150845_254,411,16070909252262880,100,10
10,ea1pλSASD,20201204150845_255,170,16070909252400860,100,10
10,ea1pλSASD,20201204150845_259,319,16070909252398332,100,10
10,ea1pλSASD,20201204150845_261,240,16070909252431632,100,10
10,ea1pλSASD,20201204150845_271,173,16070909252556320,100,10
10,ea1pλSASD,20201204150845_273,147,16070909252603620,100,10
10,ea1pλSASD,20201204150845_281,419,16070909252551890,100,10
10,ea1pλSASD,20201204150845_285,178,16070909252718130,100,10
10,ea1pλSASD,20201204150845_286,124,16070909252742880,100,10
10,ea1pλSASD,20201204150845_288,262,16070909252621542,100,10
10,ea1pλSASD,20201204150845_299,188,16070909252865370,100,10
10,ea1pλSASD,20201204150845_301,270,16070909252858220,100,10
10,ea1pλSASD,20201204150845_302,297,16070909252825010,100,10
10,ea1pλSASD,20201204150845_306,224,16070909252885612,100,10
10,ea1pλSASD,20201204150845_315,194,16070909253004950,100,10
10,ea1pλSASD,20201204150845_322,285,16070909253034370,100,10
10,ea1pλSASD,20201204150845_326,107,16070909253156220,100,10
10,ea1pλSASD,20201204150845_335,192,16070909253157690,100,10
10,ea1pλSASD,20201204150845_347,361,16070909253068680,100,10
10,ea1pλSASD,20201204150845_354,252,16070909253227450,100,10
10,ea1pλSASD,20201204150845_36,316,16070909253266570,100,10
10,ea1pλSASD,20201204150845_362,226,16070909253479290,100,10
10,ea1pλSASD,20201204150845_364,306,16070909253367270,100,10
10,ea1pλSASD,20201204150845_373,170,16070909253610900,100,10
10,ea1pλSASD,20201204150845_373,246,16070909253545352,100,10
10,ea1pλSASD,20201204150845_38,322,16070909253631310,100,10
10,ea1pλSASD,20201204150845_392,391,16070909253736032,100,10
10,ea1pλSASD,20201204150845_4,312,16070909253812160,100,10
10,ea1pλSASD,20201204150845_402,185,16070909253931050,100,10
10,ea1pλSASD,20201204150845_416,272,16070909254009690,100,10
10,ea1pλSASD,20201204150845_422,381,16070909254032980,100,10
10,ea1pλSASD,20201204150845_437,350,16070909254167830,100,10
10,ea1pλSASD,20201204150845_48,299,16070909254674330,100,10
10,ea1pλSASD,20201204150845_492,259,16070909254813790,100,10
10,ea1pλSASD,20201204150845_507,261,16070909254926118,100,10
10,ea1pλSASD,20201204150845_516,176,16070909255076110,100,10
10,ea1pλSASD,20201204150845_526,189,16070909255167850,100,10
10,ea1pλSASD,20201204150845_533,95,16070909255264740,100,10
10,ea1pλSASD,20201204151305_949,130,16070911859341610,100,10
10,ea1pλSASD,20201204151305_956,227,16070911859342288,100,10
10,ea1pλSASD,20201204151305_962,331,16070911859341670,100,10
10,ea1pλSASD,20201204151305_967,227,16070911859509780,100,10
10,ea1pλSASD,20201204151305_967,375,16070911859341710,100,10
10,ea1pλSASD,20201204151305_977,234,16070911859579740,100,10
10,ea1pλSASD,20201204151305_989,341,16070911859629380,100,10
10,ea1pλSASD,20201204151305_99,217,16070911859680610,100,10
10,ea1pλSASD,20201204151305_994,345,16070911859679160,100,10
10,ea1pλSASD,20201204151306_001,125,16070911859903560,100,10
10,ea1pλSASD,20201204151306_01,153,16070911859956350,100,10
10,ea1pλSASD,20201204151306_02,210,16070911859956350,100,10
10,ea1pλSASD,20201204151306_021,194,16070911860023010,100,10
10,ea1pλSASD,20201204151306_035,179,16070911860214910,100,10
10,ea1pλSASD,20201204151306_073,504,16070911859905800,100,10
10,ea1pλSASD,20201204151306_076,389,16070911860111598,100,10
10,ea1pλSASD,20201204151306_09,171,16070911860726280,100,10
10,ea1pλSASD,20201204151306_092,314,16070911860222700,100,10
10,ea1pλSASD,20201204151306_092,222,16070911860744590,100,10
10,ea1pλSASD,20201204151306_106,334,16070911860770280,100,10
10,ea1pλSASD,20201204151306_111,231,16070911860930740,100,10
10,ea1pλSASD,20201204151306_112,252,16070911860909988,100,10
10,ea1pλSASD,20201204151306_114,266,16070911860926970,100,10
10,ea1pλSASD,20201204151306_125,121,16070911861152060,100,10
10,ea1pλSASD,20201204151306_131,209,16070911861121230,100,10
10,ea1pλSASD,20201204151306_134,309,16070911861067800,100,10
10,ea1pλSASD,20201204151306_136,247,16070911861128220,100,10
10,ea1pλSASD,20201204151306_139,129,16070911861265110,100,10
10,ea1pλSASD,20201204151306_15,184,16070911861320810,100,10
10,ea1pλSASD,20201204151306_153,166,16070911861378688,100,10
10,ea1pλSASD,20201204151306_155,151,16070911861398170,100,10
10,ea1pλSASD,20201204151306_162,144,16070911861510680,100,10
10,ea1pλSASD,20201204151306_171,492,16070911861351650,100,10
10,ea1pλSASD,20201204151306_177,261,16070911861545840,100,10
10,ea1pλSASD,20201204151306_187,311,16070911861557950,100,10
10,ea1pλSASD,20201204151306_212,417,16070911861642960,100,10
10,ea1pλSASD,20201204151306_23,422,16070911861776700,100,10
10,ea1pλSASD,20201204151306_233,370,16070911861716760,100,10
10,ea1pλSASD,20201204151306_257,189,16070911861879510,100,10
10,ea1pλSASD,20201204151306_263,179,16070911862351380,100,10
10,ea1pλSASD,20201204151306_264,250,16070911862133480,100,10
10,ea1pλSASD,20201204151306_266,282,16070911862314150,100,10
10,ea1pλSASD,20201204151306_362,506,16070911862580960,100,10
10,ea1pλSASD,20201204151306_365,172,16070911862650880,100,10
10,ea1pλSASD,20201204151306_38,246,16070911862638200,100,10
10,ea1pλSASD,20201204151306_403,322,16070911862668150,100,10
10,ea1pλSASD,20201204151306_406,207,16070911863813738,100,10
10,ea1pλSASD,20201204151306_411,290,16070911863660222,100,10
10,ea1pλSASD,20201204151306_42,451,16070911863630480,100,10
10,ea1pλSASD,20201204151306_421,168,16070911864068040,100,10
10,ea1pλSASD,20201204151306_432,307,16070911864041570,100,10
10,ea1pλSASD,20201204151306_439,379,16070911864117790,100,10
10,ea1pλSASD,20201204151306_444,331,16070911864222168,100,10
10,ea1pλSASD,20201204151306_448,346,16070911864206008,100,10
10,ea1pλSASD,20201204151306_457,200,16070911864402120,100,10
10,ea1pλSASD,20201204151306_47,425,16070911864334330,100,10
10,ea1pλSASD,20201204151306_48,338,16070911864494060,100,10
10,ea1pλSASD,20201204151306_487,178,16070911864714270,100,10
10,ea1pλSASD,20201204151306_496,414,16070911864452810,100,10
10,ea1pλSASD,20201204151306_51,411,16070911864577690,100,10
10,ea1pλSASD,20201204151306_517,286,16070911864812560,100,10
10,ea1pλSASD,20201204151306_518,162,16070911864967560,100,10
10,ea1pλSASD,20201204151306_524,333,16070911864877620,100,10
10,ea1pλSASD,20201204151306_536,214,16070911865115718,100,10
10,ea1pλSASD,20201204151306_538,192,16070911865178720,100,10
10,ea1pλSASD,20201204151306_542,180,16070911865253730,100,10
10,ea1pλSASD,20201204151306_546,283,16070911865186430,100,10
10,ea1pλSASD,20201204151306_551,124,16070911865392038,100,10
10,ea1pλSASD,20201204151306_571,344,16070911865428870,100,10
10,ea1pλSASD,20201204151306_578,211,16070911865519030,100,10
10,ea1pλSASD,20201204151306_58,328,16070911865373350,100,10
10,ea1pλSASD,20201204151306_599,463,16070911865472040,100,10
10,ea1pλSASD,20201204151306_612,153,16070911865726470,100,10
10,ea1pλSASD,20201204151306_618,127,16070911866005550,100,10
10,ea1pλSASD,20201204151306_625,239,16070911865806342,100,10
10,ea1pλSASD,20201204151306_634,340,16070911865790278,100,10
10,ea1pλSASD,20201204151306_682,170,16070911866194550,100,10
10,ea1pλSASD,20201204151306_686,190,16070911866259490,100,10
10,ea1pλSASD,20201204151306_689,414,16070911866134068,100,10
10,ea1pλSASD,20201204151306_708,210,16070911866901860,100,10
10,ea1pλSASD,20201204151306_711,385,16070911866832312,100,10
10,ea1pλSASD,20201204151306_713,384,16070911866778970,100,10
10,ea1pλSASD,20201204151306_713,257,16070911866870920,100,10
10,ea1pλSASD,20201204151306_732,200,16070911867145200,100,10
10,ea1pλSASD,20201204151306_738,287,16070911867090380,100,10
10,ea1pλSASD,20201204151306_738,350,16070911867118730,100,10
10,ea1pλSASD,20201204151306_749,447,16070911867136030,100,10
10,ea1pλSASD,20201204151306_76,186,16070911867392780,100,10
10,ea1pλSASD,20201204151306_761,388,16070911867330930,100,10
10,ea1pλSASD,20201204151306_765,272,16070911867390972,100,10
10,ea1pλSASD,20201204151306_772,332,16070911867501970,100,10
10,ea1pλSASD,20201204151306_779,237,16070911867614750,100,10
10,ea1pλSASD,20201204151306_782,259,16070911867617920,100,10
10,ea1pλSASD,20201204151306_79,138,16070911867805970,100,10
10,ea1pλSASD,20201204151306_797,342,16070911867665530,100,10
10,ea1pλSASD,20201204151306_799,351,16070911867729480,100,10
10,ea1pλSASD,20201204151306_804,287,16070911867832710,100,10
10,ea1pλSASD,20201204151306_807,183,16070911867910760,100,10
10,ea1pλSASD,20201204151306_813,163,16070911867976350,100,10
10,ea1pλSASD,20201204151306_818,160,16070911868054820,100,10
10,ea1pλSASD,20201204151306_826,170,16070911868083770,100,10
10,ea1pλSASD,20201204151306_83,230,16070911868139000,100,10
10,ea1pλSASD,20201204151306_831,305,16070911867995960,100,10
10,ea1pλSASD,20201204151306_832,174,16070911868191940,100,10
10,ea1pλSASD,20201204151306_844,188,16070911868312510,100,10
10,ea1pλSASD,20201204151306_845,262,16070911868268490,100,10
10,ea1pλSASD,20201204151306_851,235,16070911868331680,100,10
10,ea1pλSASD,20201204151306_854,305,16070911868321140,100,10
10,ea1pλSASD,20201204151306_869,372,16070911868454900,100,10
10,ea1pλSASD,20201204151306_872,178,16070911868548980,100,10
10,ea1pλSASD,20201204151306_878,297,16070911868517138,100,10
10,ea1pλSASD,20201204151306_88,438,16070911868453500,100,10
10,ea1pλSASD,20201204151306_896,347,16070911868726720,100,10
10,ea1pλSASD,20201204151306_9,365,16070911868702120,100,10
10,ea1pλSASD,20201204151306_909,283,16070911868809518,100,10
10,ea1pλSASD,20201204151306_91,378,16070911868788270,100,10
10,ea1pλSASD,20201204151306_92,195,16070911868973640,100,10
10,ea1pλSASD,20201204151306_928,261,16070911869007430,100,10
10,ea1pλSASD,20201204151306_931,164,16070911869104980,100,10
10,ea1pλSASD,20201204151306_938,165,16070911869206880,100,10
10,ea1pλSASD,20201204151306_942,149,16070911869292760,100,10
10,ea1pλSASD,20201204151306_982,185,16070911869622390,100,10
10,ea1pλSASD,20201204151306_983,198,16070911869622390,100,10
10,ea1pλSASD,20201204151306_987,247,16070911869622368,100,10
10,ea1pλSASD,20201204151306_999,162,16070911869838020,100,10
10,ea1pλSASD,20201204151307_001,187,16070911869831190,100,10
10,ea1pλSASD,20201204151307_019,310,16070911869881180,100,10
10,ea1pλSASD,20201204151307_029,251,16070911870016830,100,10
10,ea1pλSASD,20201204151307_036,406,16070911869881180,100,10
10,ea1pλSASD,20201204151307_037,337,16070911870002050,100,10
10,ea1pλSASD,20201204151307_052,127,16070911870375480,100,10
10,ea1pλSASD,20201204151307_054,183,16070911870303230,100,10
10,ea1pλSASD,20201204151307_097,269,16070911870201722,100,10
10,ea1pλSASD,20201204151307_11,173,16070911870532630,100,10
10,ea1pλSASD,20201204151307_117,211,16070911870983100,100,10
10,ea1pλSASD,20201204151307_12,410,16070911870382150,100,10
10,ea1pλSASD,20201204151307_134,307,16070911870974110,100,10
10,ea1pλSASD,20201204151307_14,181,16070911871206638,100,10
10,ea1pλSASD,20201204151307_141,245,16070911871112530,100,10
10,ea1pλSASD,20201204151307_147,138,16070911871353960,100,10
10,ea1pλSASD,20201204151307_151,343,16070911871179300,100,10
10,ea1pλSASD,20201204151307_169,322,16070911871418828,100,10
10,ea1pλSASD,20201204151307_177,408,16070911871409580,100,10
10,ea1pλSASD,20201204151307_182,374,16070911871521500,100,10
10,ea1pλSASD,20201204151307_185,513,16070911871482810,100,10
10,ea1pλSASD,20201204151307_194,146,16070911871831770,100,10
10,ea1pλSASD,20201204151307_196,374,16070911871695960,100,10
10,ea1pλSASD,20201204151307_196,220,16070911871782538,100,10
10,ea1pλSASD,20201204151307_208,149,16070911871974000,100,10
10,ea1pλSASD,20201204151307_209,335,16070911871863990,100,10
10,ea1pλSASD,20201204151307_209,161,16070911871972180,100,10
10,ea1pλSASD,20201204151307_21,182,16070911871950710,100,10
10,ea1pλSASD,20201204151307_222,179,16070911872099860,100,10
10,ea1pλSASD,20201204151307_226,198,16070911872097230,100,10
10,ea1pλSASD,20201204151307_229,229,16070911872094700,100,10
10,ea1pλSASD,20201204151307_239,164,16070911872266970,100,10
10,ea1pλSASD,20201204151307_241,134,16070911872304170,100,10
10,ea1pλSASD,20201204151307_241,383,16070911872105930,100,10
10,ea1pλSASD,20201204151307_251,388,16070911872226232,100,10
10,ea1pλSASD,20201204151307_253,147,16070911872403820,100,10
10,ea1pλSASD,20201204151307_257,197,16070911872417130,100,10
10,ea1pλSASD,20201204151307_261,247,16070911872415690,100,10
10,ea1pλSASD,20201204151307_269,206,16070911872525238,100,10
10,ea1pλSASD,20201204151307_277,289,16070911872544652,100,10
